triple_id	subject	predicate	object	source_file	source_row
1536	多媒体信息	具有	大信息量和对时延及时延抖动的高要求	改进“尽最大努力交付”的服务	36
1537	流媒体	是	流式音频/视频	改进“尽最大努力交付”的服务	37
1538	媒体服务器	支持	流式音频和视频的传送	改进“尽最大努力交付”的服务	38
1539	实时流式协议RTSP	用于	控制多媒体流的传送	改进“尽最大努力交付”的服务	39
1540	IP电话	决定于	通话双方端到端的时延和时延抖动以及语音分组的丢失率	改进“尽最大努力交付”的服务	40
1541	区分服务DiffServ	不需要	使用RSVP信令	改进“尽最大努力交付”的服务	41
1542	区分服务DiffServ	通过	DS字段的不同数值提供不同等级的服务质量	改进“尽最大努力交付”的服务	42
1543	区分服务DiffServ	将	网络划分为多个DS域	改进“尽最大努力交付”的服务	43
1544	DS域内部路由器	工作	尽可能简单	改进“尽最大努力交付”的服务	44
1545	边界路由器	根据	DS字段的值处理分组转发	改进“尽最大努力交付”的服务	45
1546	区分服务DiffServ	定义了	两种PHB，即迅速转发PHB和确保转发PHB	改进“尽最大努力交付”的服务	46
1547	迅速转发PHB	又称为	EF PHB	改进“尽最大努力交付”的服务	47
1548	确保转发PHB	使用	DSCP的第0~2位把通信量划分为四个等级	改进“尽最大努力交付”的服务	48
1549	区分服务DiffServ	没有定义	特定的服务或服务类别	改进“尽最大努力交付”的服务	49
1550	区分服务DiffServ	允许	新的服务类别出现而旧的服务类别不再使用时仍然可以工作	改进“尽最大努力交付”的服务	50
1551	互联网提供的音频/视频服务	包括	流式存储音频/视频、流式实况音频/视频和交互式音频/视频	改进“尽最大努力交付”的服务	51
1552	流媒体	允许	边下载、边播放	改进“尽最大努力交付”的服务	52
1553	实时流式协议RTSP	不传送	数据	改进“尽最大努力交付”的服务	53
1554	IP电话	包括	电话通信、交互式多媒体实时通信和即时传信IM	改进“尽最大努力交付”的服务	54
1555	CDMA系统	由	多个站相互通信组成	数字传输系统	0
1556	每个站所发送的	是	数据比特和本站的码片序列的乘积	数字传输系统	1
1557	码片序列	相当于	发送比特1	数字传输系统	2
1558	码片序列的二进制反码	相当于	发送比特0	数字传输系统	3
1559	所有站所发送的码片序列	必须是	同步的	数字传输系统	4
1560	实现码片序列同步	可通过	全球定位系统GPS	数字传输系统	5
1561	X站	要接收	S站发送的数据	数字传输系统	6
1562	X站	必须知道	S站所特有的码片序列	数字传输系统	7
1563	X站	使用	码片向量S与接收到的未知信号进行求内积的运算	数字传输系统	8
1564	X站接收到的信号	是	各个站发送的码片序列之和	数字传输系统	9
1565	内积的结果	是	所有其他站的信号都被过滤掉	数字传输系统	10
1566	S站发送比特1时	内积的结果是	+1	数字传输系统	11
1567	S站发送比特0时	内积的结果是	-1	数字传输系统	12
1568	早期电话网	采用	双绞线电缆和频分复用FDM的模拟传输方式	数字传输系统	13
1569	长途干线	采用	时分复用PCM的数字传输方式	数字传输系统	14
1570	现代电信网	包括	视频、图像和各种数据业务	数字传输系统	15
1571	光纤	成为	长途干线最主要的传输媒体	数字传输系统	16
1572	光纤	适用于承载	高速率数据业务和大量复用的低速率业务	数字传输系统	17
1573	早期的数字传输系统	存在	速率标准不统一和不是同步传输的问题	数字传输系统	18
1574	北美和日本的T1速率	是	1.544 Mbit/s	数字传输系统	19
1575	欧洲的E1速率	是	2.048 Mbit/s	数字传输系统	20
1576	同步光纤网络SONET	由美国在1988年推出	定义了同步传输的线路速率等级结构	数字传输系统	21
1577	SONET	以	51.840 Mbit/s为基础气	数字传输系统	22
1578	ITU-T	制定出	国际标准同步数字系列SDH	数字传输系统	23
1579	SDH	基于	美国标准SONET	数字传输系统	24
1580	SDH的基本速率	为	155.520 Mbit/s	数字传输系统	25
1581	SONET和SDH	成为	公认的新一代理想的传输网体制	数字传输系统	26
1582	宽带接入技术	包括	有线宽带接入和无线宽带接入	数字传输系统	27
1583	ADSL技术	是	非对称数字用户线技术	数字传输系统	28
1584	ADSL技术	用于	对现有模拟电话的用户线进行改造	数字传输系统	29
1585	ADSL技术	把	0~4 kHz低端频谱留给传统电话使用	数字传输系统	30
1586	ADSL技术	把	高端频谱留给用户上网使用	数字传输系统	31
1587	ADSL的ITU标准	是	G.992.1	数字传输系统	32
1588	数据通信系统	可划分为	源系统、传输系统和目的系统	数据通信的基础知识	0
1589	源系统	包括	源点和发送器	数据通信的基础知识	1
1590	源点	又称为	源站或信源	数据通信的基础知识	2
1591	发送器	是	调制器	数据通信的基础知识	3
1592	目的系统	包括	接收器和终点	数据通信的基础知识	4
1593	接收器	是	解调器	数据通信的基础知识	5
1594	终点	又称为	目的站或信宿	数据通信的基础知识	6
1595	传输系统	可以是	简单的传输线或复杂网络系统	数据通信的基础知识	7
1596	通信	目的是	传送消息	数据通信的基础知识	8
1597	消息	包括	话音、文字、图像、视频等	数据通信的基础知识	9
1598	数据	是	运送消息的实体	数据通信的基础知识	10
1599	信号	是	数据的电气或电磁的表现	数据通信的基础知识	11
1600	模拟信号	是	代表消息的参数取值连续的信号	数据通信的基础知识	12
1601	数字信号	是	代表消息的参数取值离散的信号	数据通信的基础知识	13
1602	码元	是	代表不同离散数值的基本波形	数据通信的基础知识	14
1603	信道	表示	向某一方向传送信息的媒体	数据通信的基础知识	15
1604	单向通信	又称为	单工通信	数据通信的基础知识	16
1605	双向交替通信	又称为	半双工通信	数据通信的基础知识	17
1606	双向同时通信	又称为	全双工通信	数据通信的基础知识	18
1607	基带信号	是	来自信源的信号	数据通信的基础知识	19
1608	调制	可分为	基带调制和带通调制	数据通信的基础知识	20
1609	不归零制	是	正电平代表1,负电平代表0的编码方式	数据通信的基础知识	21
1610	归零制	是	正脉冲代表1，负脉冲代表0的编码方式	数据通信的基础知识	22
1611	曼彻斯特编码	是	位周期中心的跳变代表码元的编码方式	数据通信的基础知识	23
1612	差分曼彻斯特编码	是	位中心跳变代表码元的编码方式	数据通信的基础知识	24
1613	调幅	是	载波振幅随基带数字信号变化的调制方法	数据通信的基础知识	25
1614	调频	是	载波频率随基带数字信号变化的调制方法	数据通信的基础知识	26
1615	调相	是	载波初始相位随基带数字信号变化的调制方法	数据通信的基础知识	27
1616	信道极限容量	受	信道能通过的频率范围和信噪比影响	数据通信的基础知识	28
1617	奈氏准则	给出	码元传输速率上限值	数据通信的基础知识	29
1618	香农公式	指出	信道的极限信息传输速率C	数据通信的基础知识	30
1619	双绞线	是	最古老但最常用的传输媒体	数据通信的基础知识	32
1620	无屏蔽双绞线UTP	特点是	价格便宜	数据通信的基础知识	33
1621	传输媒体	是	数据传输系统中在发送器和接收器之间的物理通路	数据通信的基础知识	34
1622	导引型传输媒体	包括	铜线或光纤	数据通信的基础知识	35
1623	非导引型传输媒体	指	自由空间	数据通信的基础知识	36
1624	非导引型传输	常称为	无线传输	数据通信的基础知识	37
1625	用户线或用户环路	是	从用户电话机到交换机的双绞线	数据通信的基础知识	38
1626	以太网	基本上使用	各种类型的双绞线电缆进行连接	数据通信的基础知识	39
1627	双绞线	通过	增加绞合度和电磁屏蔽减少串扰	数据通信的基础知识	40
1628	信号	受到	脉冲干扰和传输中产生的失真等损伤	数据通信的基础知识	41
1629	数据链路层	属于	计算机网络的低层	数据链路层	0
1630	数据链路层	使用的信道主要有	点对点信道和广播信道	数据链路层	1
1631	点对点信道	使用	一对一的点对点通信方式	数据链路层	2
1632	广播信道	使用	一对多的广播通信方式	数据链路层	3
1633	局域网	不放在	网络层中讨论	数据链路层	4
1634	网络层	讨论	多个网络互连的问题	数据链路层	5
1635	局域网	属于	数据链路层的范围	数据链路层	6
1636	点对点协议PPP	在	点对点信道上最常用	数据链路层	7
1637	无线局域网	讨论将在	第9章中进行	数据链路层	8
1638	数据链路层	关注	封装成帧、透明传输和差错检测	数据链路层	9
1639	以太网MAC层	有	硬件地址	数据链路层	10
1640	适配器、转发器、集线器、网桥、以太网交换机	有	各自的作用以及使用场合	数据链路层	11
1641	主机H1向H2发送数据	经过	三个路由器	数据链路层	12
1642	路由器	在转发分组时使用的协议栈只有	下面的三层	数据链路层	13
1643	数据从主机H1传送到主机H2	需要在	路径中的各节点的协议栈向上和向下流动多次	数据链路层	14
1644	数据链路层的问题	可以只关心	协议栈中水平方向的各数据链路层	数据链路层	15
1645	通信	可以看成由	四段不同的链路层通信组成	数据链路层	16
1646	这四段不同的链路层	可能采用	不同的数据链路层协议	数据链路层	17
1647	数据链路层	重点讨论	使用点对点信道的一些基本问题	数据链路层	18
1648	某些概念	也适用	于广播信道	数据链路层	19
1649	数据链路层	要解决	封装成帧的问题	数据链路层	20
1650	数据链路层	要解决	透明传输的问题	数据链路层	21
1651	数据链路层	要解决	差错检测的问题	数据链路层	22
1652	适配器	用于	数据链路层	数据链路层	23
1653	转发器	用于	数据链路层	数据链路层	24
1654	集线器	用于	数据链路层	数据链路层	25
1655	网桥	用于	数据链路层	数据链路层	26
1656	以太网交换机	用于	数据链路层	数据链路层	27
1657	数据链路层	负责	在同一个局域网中分组从一台主机传送到另一台主机	数据链路层	28
1658	路由器	负责	分组从一个网络通过路由器转发到另一个网络	数据链路层	29
1659	数据链路层	可以想象数据	在数据链路层从左向右沿水平方向传送	数据链路层	30
1660	数据链路层	包含	适配器、转发器、集线器、网桥、以太网交换机	数据链路层	31
1661	适配器	连接	主机和数据链路层	数据链路层	32
1662	转发器	用于	扩展点对点信道	数据链路层	33
1663	集线器	用于	连接多个网络设备	数据链路层	34
1664	网桥	用于	在局域网中转发数据帧	数据链路层	35
1665	以太网交换机	用于	提高局域网的数据传输效率	数据链路层	36
1666	CSMA/CD协议	用于	广播信道	数据链路层	37
1667	PPP协议	用于	点对点信道	数据链路层	38
1668	点对点信道	采用	一对一的点对点通信方式	数据链路层的几个共同问题	2
1669	广播信道	采用	一对多的广播通信方式	数据链路层的几个共同问题	3
1670	点对点协议PPP	是在	点对点信道上最常用的协议	数据链路层的几个共同问题	7
1671	适配器、转发器、集线器、网桥、以太网交换机	有各自的作用以及使用场合		数据链路层的几个共同问题	11
1672	数据从主机H1传送到主机H2	需要在路径中的各节点的协议栈向上和向下流动多次		数据链路层的几个共同问题	14
1673	适配器	包括	数据链路层和物理层这两层的功能	数据链路层的几个共同问题	20
1674	链路	分为	物理链路和逻辑链路	数据链路层的几个共同问题	21
1675	早期的数据通信协议	曾叫作	通信规程	数据链路层的几个共同问题	22
1676	在数据链路层	规程和协议是	同义词	数据链路层的几个共同问题	23
1677	数据链路层	把网络层交下来的数据构成	帧发送到链路上	数据链路层的几个共同问题	24
1678	数据链路层	把接收到的帧中的数据	取出并上交给网络层	数据链路层的几个共同问题	25
1679	互联网中网络层协议数据单元	是	IP数据报	数据链路层的几个共同问题	26
1680	数据链路层协议	有许多种	但有三个基本问题是共同的	数据链路层的几个共同问题	27
1681	这三个基本问题	是	封装成帧、透明传输和差错检测	数据链路层的几个共同问题	28
1682	封装成帧	就是在一段数据的前后分别添加	首部和尾部	数据链路层的几个共同问题	29
1683	接收端	能根据首部和尾部的标记	从收到的比特流中识别帧的开始和结束	数据链路层的几个共同问题	30
1684	帧	由	帧首部、帧的数据部分和帧尾部组成	数据链路层的几个共同问题	31
1685	帧长	等于	帧的数据部分长度加上帧首部和帧尾部的长度	数据链路层的几个共同问题	32
1686	首部和尾部	包括	许多必要的控制信息	数据链路层的几个共同问题	33
1687	透明传输	表示	无论什么样的比特组合的数据，都能够按照原样没有差错地通过数据链路层	数据链路层的几个共同问题	34
1688	字节填充	用于	解决透明传输问题	数据链路层的几个共同问题	35
1689	差错检测	用于	保证数据传输的可靠性	数据链路层的几个共同问题	36
1690	循环冗余检验CRC	是一种	广泛使用的检错技术	数据链路层的几个共同问题	37
1691	帧检验序列FCS	是	添加在数据后面的冗余码	数据链路层的几个共同问题	38
1692	可靠传输	要求	数据链路层的发送端发送什么，在接收端就收到什么	数据链路层的几个共同问题	39
1693	传输差错	可分为	比特差错和帧丢失、帧重复或帧失序	数据链路层的几个共同问题	40
1694	点对点协议PPP	是	用户计算机和ISP进行通信时所使用的数据链路层协议	数据链路层的几个共同问题	41
1695	PPP协议	是目前使用得最广泛的	数据链路层协议	数据链路层的几个共同问题	42
1696	高级数据链路控制HDLC	是	过去比较流行的数据链路层协议	数据链路层的几个共同问题	43
1697	HDLC	现在	很少使用	数据链路层的几个共同问题	44
1698	数据链路层	不要求	向上提供可靠传输的服务	数据链路层的几个共同问题	45
1699	改正差错的任务	由	上层协议来完成	数据链路层的几个共同问题	46
1700	对于通信质量良好的有线传输链路	数据链路层协议不使用	确认和重传机制	数据链路层的几个共同问题	47
1701	对于通信质量较差的无线传输链路	数据链路层协议使用	确认和重传机制	数据链路层的几个共同问题	48
1702	可靠传输协议	将在	第5章中讨论	数据链路层的几个共同问题	49
1703	本章介绍的数据链路层协议	都不是	可靠传输的协议	数据链路层的几个共同问题	50
1704	数据链路层	使用CRC检验	实现无比特差错的传输	数据链路层的几个共同问题	51
1705	OSI	过去的观点是	必须让数据链路层向上提供可靠传输	数据链路层的几个共同问题	52
1706	互联网	采取	区别对待的方法	数据链路层的几个共同问题	53
1707	PPP协议	用于	实现可靠传输	数据链路层的几个共同问题	54
1708	域名服务器	下载	名字和地址的全部数据库	文件传送协议	0
1709	域名服务器	维护	存放自己最近使用的域名的高速缓存	文件传送协议	1
1710	主机	定期检查	域名服务器以获取新的映射信息	文件传送协议	2
1711	主机	必须从缓存中删掉	无效的项	文件传送协议	3
1712	FTP	在互联网发展的早期阶段	通信量约占整个互联网通信量的三分之一	文件传送协议	10
1713	WWW	在1995年	通信量首次超过了FTP	文件传送协议	11
1714	FTP	基于	TCP	文件传送协议	12
1715	简单文件传送协议TFTP	基于	UDP	文件传送协议	13
1716	文件共享协议	分为	复制整个文件和联机访问两大类	文件传送协议	14
1717	网络文件系统NFS	属于	文件共享协议	文件传送协议	15
1718	NFS	也可在	OS/2, MS-Windows, NetWare等操作系统上运行	文件传送协议	18
1719	FTP服务器进程	由	主进程和从属进程两大部分组成	文件传送协议	19
1720	FTP主进程	负责	接受新的请求	文件传送协议	20
1721	FTP从属进程	负责	处理单个请求	文件传送协议	21
1722	FTP	使用	客户服务器方式	文件传送协议	22
1723	FTP客户和服务器之间	建立	两个并行的TCP连接	文件传送协议	23
1724	FTP	使用	控制连接和数据连接	文件传送协议	24
1725	TFTP	使用	UDP数据报	文件传送协议	25
1726	TFTP	需要	自己的差错改正措施	文件传送协议	26
1727	TFTP	支持	ASCII码或二进制传送	文件传送协议	27
1728	TFTP	可对文件进行	读或写	文件传送协议	28
1729	TFTP	使用	很简单的首部	文件传送协议	29
1730	TFTP	工作类似	停止等待协议	文件传送协议	30
1731	TELNET	是一个	远程终端协议	文件传送协议	31
1732	移动站	可能处于	待机状态或省电状态	无线个人区域网WPAN	0
1733	移动站	在	MAC帧中的功率管理字段置为0时表示活跃状态	无线个人区域网WPAN	1
1734	移动站	在	MAC帧中的功率管理字段置为1后进入待机状态	无线个人区域网WPAN	2
1735	接入点AP	总是处于	活跃状态	无线个人区域网WPAN	3
1736	接入点AP	保存	处于待机状态的移动站的名单	无线个人区域网WPAN	4
1737	AP	周期性地向周围的移动站发送	信标帧	无线个人区域网WPAN	5
1738	移动站	必须设置	一个计时器以便在AP即将发送信标帧时被唤醒	无线个人区域网WPAN	6
1739	信标帧	包含	被缓存在AP中的节节点列表	无线个人区域网WPAN	7
1740	WEP字段	占	1位	无线个人区域网WPAN	8
1741	WEP字段	若置为1表示	MAC帧的帧主体字段采用了加密算法	无线个人区域网WPAN	9
1742	WEP加密算法	存在	安全漏洞	无线个人区域网WPAN	10
1743	IEEE 802.11i	努力解决	无线局域网的安全问题	无线个人区域网WPAN	11
1744	Wi-Fi联盟	在2002年制定	符合802.11i功能的加密方式WPA	无线个人区域网WPAN	12
1745	WPA 2	在2004年制定并增加了支持	AES加密算法	无线个人区域网WPAN	13
1746	WPA 2	符合	IEEE 802.11i-2004的安全功能	无线个人区域网WPAN	14
1747	无线个人区域网WPAN	定义为	在个人工作的地方把属于个人使用的电子设备用无线技术连接起来自组网络	无线个人区域网WPAN	15
1748	WPAN	可以是	一个人使用也可以是若干人共同使用	无线个人区域网WPAN	16
1749	WPAN	与	个人区域网PAN不完全相同	无线个人区域网WPAN	17
1750	WPAN	是	低功率、小范围、低速率和低价格的电缆替代技术	无线个人区域网WPAN	18
1751	WPAN	工作在	2.4 GHz的ISM频段	无线个人区域网WPAN	19
1752	蓝牙系统	最早由	爱立信公司在1994年推出	无线个人区域网WPAN	20
1753	蓝牙技术	由	蓝牙技术联盟负责维护和更新技术标准	无线个人区域网WPAN	21
1754	蓝牙4.0	增加了	低耗能蓝牙BLE	无线个人区域网WPAN	22
1755	BLE	适用于	数据量很小的节点	无线个人区域网WPAN	23
1756	蓝牙4.0	传统蓝牙的数据率提高到	3 Mbit/s	无线个人区域网WPAN	24
1757	蓝牙5.0	数据率上限达	24 Mbit/s	无线个人区域网WPAN	25
1758	蓝牙5.0	有效传输距离最高可达	300m	无线个人区域网WPAN	26
1759	蓝牙技术	使用	TDM方式和跳频扩频FHSS技术	无线个人区域网WPAN	27
1760	皮可网	由	一个主设备和最多7个工作的从设备组成	无线个人区域网WPAN	28
1761	扩散网	由	多个皮可网链接起来形成	无线个人区域网WPAN	29
1762	低速WPAN	主要用于	工业监控组网、办公自动化与控制等领域	无线个人区域网WPAN	30
1763	低速WPAN	速率为	2~250 kbit/s	无线个人区域网WPAN	31
1764	ZigBee	是	低速WPAN中最重要的技术	无线个人区域网WPAN	32
1765	ZigBee	基于	IEEE 802.15.4标准	无线个人区域网WPAN	33
1766	ZigBee节点	非常省电	电池工作时间可长达6个月到2年左右	无线个人区域网WPAN	34
1767	ZigBee网络	最多包括	255个节点	无线个人区域网WPAN	35
1768	ZigBee节点	按功能划分为	全功能设备FFD和精简功能设备RFD	无线个人区域网WPAN	36
1769	高速WPAN	标准为	IEEE 802.15.3	无线个人区域网WPAN	37
1770	高速WPAN	支持	11~55 Mbit/s的数据率	无线个人区域网WPAN	38
1771	超高速WPAN	使用	超宽带UWB技术	无线个人区域网WPAN	39
1772	UWB技术	工作在	3.1~10.6 GHz微波频段	无线个人区域网WPAN	40
1773	UWB技术	可支持	100~400 Mbit/s的数据率	无线个人区域网WPAN	41
1774	无线蜂窝电话通信技术	得到	飞速发展	无线局域网WLAN	0
1775	移动电话数	超过	固定电话数	无线局域网WLAN	1
1776	全世界移动电话的普及率	达到	96.8%	无线局域网WLAN	2
1777	中国的移动电话用户	超过	15.9亿户	无线局域网WLAN	3
1778	固定电话的用户数	是	1.88亿户	无线局域网WLAN	4
1779	无线网络和移动网络的数据链路层	与传统的	有线互联网的数据链路层相差很大	无线局域网WLAN	5
1780	本章	讨论	无线局域网WLAN	无线局域网WLAN	6
1781	无线局域网MAC层协议	重点讨论	载波监听多点接入／碰撞避免CSMA/CA的原理	无线局域网WLAN	7
1782	蜂窝移动通信网	已演进到	全部使用IP技术	无线局域网WLAN	8
1783	智能手机	变成	计算机网络上的主机	无线局域网WLAN	9
1784	无线局域网	提供了	移动接入的功能	无线局域网WLAN	10
1785	无线局域网	节省	投资	无线局域网WLAN	11
1786	无线局域网	加快	建网速度	无线局域网WLAN	12
1787	无线局域网	称为	WLAN	无线局域网WLAN	13
1788	便携站	与	移动站表示的意思不一样	无线局域网WLAN	14
1789	移动站	能够	在移动过程中进行通信	无线局域网WLAN	15
1790	无线局域网	分为	有基础设施的和无基础设施的两大类	无线局域网WLAN	16
1791	IEEE 802.11	是	无线局域网协议	无线局域网WLAN	17
1792	中国WLAN国家标准	采用	ISO/IEC 8802-11系列国际标准	无线局域网WLAN	18
1793	无线局域网的中心	称为	接入点AP	无线局域网WLAN	19
1794	接入点AP	也称为	无线接入点WAP	无线局域网WLAN	20
1795	无线局域网的接入点AP	连接到	有线以太网	无线局域网WLAN	21
1796	家庭使用的无线局域网接入点AP	嵌入了	IP层的路由器功能	无线局域网WLAN	22
1797	802.11无线局域网	常称为	Wi-Fi	无线局域网WLAN	23
1798	Wi-Fi	是非营利性国际组织	Wi-Fi联盟的一个标记	无线局域网WLAN	24
1799	基本服务集BSS	包括	一个接入点和若干个移动站	无线局域网WLAN	25
1800	基本服务区BSA	是指	一个基本服务集BSS所覆盖的地理范围	无线局域网WLAN	26
1801	无线局域网的基本服务区BSA	范围直径一般不超过	100米	无线局域网WLAN	27
1802	链路层设备	的唯一标志是	MAC地址	无线局域网WLAN	28
1803	SSID	是	无线局域网的名字	无线局域网WLAN	29
1804	SSID	使用	字串而不是二进制数字	无线局域网WLAN	30
1805	无线局域网	使用的频段是	2.4 GHz和5 GHz频段	无线局域网WLAN	31
1806	802.11b标准	定义了	11个部分重叠的信道集	无线局域网WLAN	32
1807	信道1、6和11	是	唯一的三个非重叠信道的集合	无线局域网WLAN	33
1808	基本服务集	可以是	孤立的单个服务集	无线局域网WLAN	34
1809	基本服务集	也可以通过接入点AP连接到	分配系统DS	无线局域网WLAN	35
1810	扩展服务集ESS	有标识符	扩展服务集标识符ESSID	无线局域网WLAN	36
1811	分配系统DS	的作用是使	扩展的服务集ESS对上层的表现就像一个基本服务集BSS一样	无线局域网WLAN	37
1812	扩展服务集ESS	还可为无线用户提	供到802.x局域网的接入	无线局域网WLAN	38
1813	蜂窝移动通信网	属于	通信领域的内容	无线局域网WLAN	39
1814	无线局域网	使用	CSMA/CA协议	无线局域网WLAN	41
1815	CSMA/CA	表示	载波监听多点接入／碰撞避免	无线局域网WLAN	42
1816	802.11系列标准	称为	Wi-Fi	无线局域网WLAN	43
1817	Wi-Fi联盟	是一个	非营利性国际组织	无线局域网WLAN	44
1818	Wi-Fi	表示	通过Wi-Fi联盟认证的产品	无线局域网WLAN	45
1819	移动自组网络	是	无线局域网的另一类	无线局域网WLAN	47
1820	移动自组网络	没有	固定基础设施	无线局域网WLAN	48
1821	移动自组网络	由	一些处于平等状态的移动站相互通信组成	无线局域网WLAN	49
1822	无线传感器网络WSN	是	无线传感节点通过无线通信技术构成的自组网络	无线局域网WLAN	50
1823	物联网IoT	主要应用领域是	组成各种无线传感器网络	无线局域网WLAN	51
1824	802.11标准	设计了	独特的MAC层	无线局域网WLAN	52
1825	802.11的MAC层	包括	分布协调功能DCF和点协调功能PCF两子层	无线局域网WLAN	53
1826	分布协调功能DCF	向	上提供争用服务	无线局域网WLAN	54
1827	DCF	采用	CSMA机制的分布式接入算法	无线局域网WLAN	55
1828	点协调功能PCF	是	选项	无线局域网WLAN	56
1829	PCF	用	接入点AP集控制整个BSS内的活动	无线局域网WLAN	57
1830	PCF	使用	集中控制的接入算法	无线局域网WLAN	58
1831	C SMA/CA协议	定义	数据和命令应怎样通过互联网	无线局域网WLAN	59
1832	NVT	是	网络虚拟终端	无线局域网WLAN	60
1833	C SMA/CA协议	要求	发送前先检测信道	无线局域网WLAN	61
1834	C SMA/CA协议	要求	边发送边检测信道	无线局域网WLAN	62
1835	C SMA/CA协议	规定	一旦检测到碰撞就立即停止发送	无线局域网WLAN	63
1836	C SMA/CA协议	执行	退避算法进行重传	无线局域网WLAN	64
1837	802.11局域网	使用	C SMA/CA协议	无线局域网WLAN	65
1838	802.11局域网	还使用	停止等待协议	无线局域网WLAN	66
1839	链路层确认	是	解决碰撞后重传的手段	无线局域网WLAN	67
1840	虚拟载波监听	是	用软件实现的机制	无线局域网WLAN	68
1841	载波监听	用	硬件实现	无线局域网WLAN	69
1842	DIFS	定义为	比SIFS更长的时间间隔	无线局域网WLAN	70
1843	DIFS	规定	等待时间后才能发送	无线局域网WLAN	71
1844	争用窗口CW	由	许多时隙组成	无线局域网WLAN	72
1845	退避算法	规定	在争用窗口执行	无线局域网WLAN	73
1846	退避计时器	设置	在0~ cw个时隙中随机生成一退避时隙数	无线局域网WLAN	74
1847	802.11标准	并未规定	争用窗口CW的初始值	无线局域网WLAN	75
1848	802.11标准	建议	CW最小值为15	无线局域网WLAN	76
1849	802.11标准	建议	CW最大值为1023	无线局域网WLAN	77
1850	RTS	是	请求发送控制帧	无线局域网WLAN	78
1851	CTS	是	允许发送控制帧	无线局域网WLAN	79
1852	802.11数据帧	由	MAC首部、帧主体和帧检验序列FCS组成	无线局域网WLAN	80
1853	MAC首部	包括	帧控制、地址、序号控制和持续期字段	无线局域网WLAN	81
1854	帧控制字段	共分为	11个子字段	无线局域网WLAN	82
1855	WEP	表明	对MAC帧的帧主体字段采用了加密算法	无线局域网WLAN	83
1856	WPA	是	符合802.11i功能的加密方式	无线局域网WLAN	84
1857	WPA2	增加了支持	AES加密算法	无线局域网WLAN	85
1858	WPA2	符合	IEEE 802.11i-2004的安全功能	无线局域网WLAN	86
1859	无线个人区域网WPAN	是	在个人工作的地方把属千个人使用的电子设备用无线技术连接起来自组网络	无线局域网WLAN	87
1860	WPAN	可以是	一个人使用	无线局域网WLAN	88
1861	WPAN	也可以是	若干人共同使用	无线局域网WLAN	89
1862	蓝牙系统	是	最早使用的WPAN	无线局域网WLAN	90
1863	互联网	曾是	PC互联网	无线网络和移动网络	5
1864	互联网	现在应当是	移动互联网	无线网络和移动网络	6
1865	无线网络和移动网络的数据链路层	与传统的有线互联网的数据链路层	相差很大	无线网络和移动网络	7
1866	本章	讨论	无线个人区域网WPAN	无线网络和移动网络	9
1867	本章	讨论	无线城域网WMAN	无线网络和移动网络	10
1868	本章	简要介绍	蜂窝移动通信网	无线网络和移动网络	11
1869	智能手机	变成了	计算机网络上的主机	无线网络和移动网络	13
1870	便携站	与	移动站意思不一样	无线网络和移动网络	18
1871	计算机网络	在信息时代的作用	实现信息化必须依靠完善的网络，网络可以非常迅速地传递信息，已经成为信息社会的命脉和发展知识经济的重要基础，对社会生活和经济发展产生了不可估量的影响。	概述	0
1872	计算机网络	包括	电信网络、有线电视网络和计算机网络。	概述	1
1873	计算机网络	提供服务	在计算机之间传送数据文件。	概述	2
1874	计算机网络	发展最快并起着核心作用	是信息时代中发展最快并起着核心作用的网络。	概述	3
1875	计算机网络	技术发展	电信网络和有线电视网络逐渐融入了现代计算机网络的技术，扩大了原有的服务范围。	概述	4
1876	计算机网络	提供的服务	包括电话通信、视频通信以及传送视频节目的服务。	概述	5
1877	计算机网络	融合概念	三网融合，即把电信网络、有线电视网络和计算机网络融合成一种网络提供所有服务。	概述	6
1878	计算机网络	发展	20世纪90年代以后，以Internet为代表的计算机网络得到了飞速发展，从最初的仅供美国人使用的免费教育科研网络逐步发展成为供全球使用的商业网络。	概述	7
1879	计算机网络	重要性	是人类自印刷术发明以来在存储和交换信息领域的最大变革。	概述	8
1880	Internet	中文译名	因特网，这个译名是全国科学技术名词审定委员会推荐的。	概述	9
1881	Internet	发展	从最初的仅供美国人使用的免费教育科研网络逐步发展成为供全球使用的商业网络。	概述	10
1882	Internet	作用	是人类自印刷术发明以来在存储和交换信息领域的最大变革。	概述	11
1883	Internet	服务	供全球使用的商业网络（有偿使用）。	概述	12
1884	计算机网络	组成	由边缘部分和核心部分组成。	概述	13
1885	计算机网络	性能指标	包括计算机网络的性能指标。	概述	14
1886	计算机网络	体系结构	分层次的体系结构，包含协议和服务的概念。	概述	15
1887	互联网	提供	音频/视频服务	概述2	0
1888	多媒体信息	包括	声音和图像信息	概述2	1
1889	多媒体信息	特点	信息量大	概述2	2
1890	多媒体信息	特点	对时延和时延抖动有较高要求	概述2	3
1891	互联网	使用	TCP协议	概述2	6
1892	传输多媒体数据	隐含	边传输边播放	概述2	8
1893	模拟信号	需要	经过采样和模数转换变为数字信号	概述2	9
1894	分组	在发送时的时间间隔	恒定的	概述2	10
1895	互联网	是非等时的	因为每一个分组独立地传送	概述2	11
1896	缓存	使	所有到达的分组都经受了延迟	概述2	12
1897	播放时延T	定义为	从最初的分组开始到达缓存算起，经过时间T后就按固定时间间隔把缓存中的分组按先后顺序依次读出	概述2	13
1898	实时数据传输	应采用	UDP协议	概述2	14
